text,sentiment
Gives a natural glow but you do have to use it almost daily because glow fades quickly. I only use it in the morning due to product staining white sheets. I would not use product past and year—it started giving me hives once it reached the year mark. I have naturally olive skin and the dark serum works great.,1
"This incredible leaves my lips super hydrated and with a very natural color, they look beautiful.  It lasts me a long time.  I’m going to look for other shades because this Fresh Plum looks very nice. Gifted by Fresh",2
"This is a pretty good moisturizer for the under eyes and have seen my skin looking very smooth and glowy. The only thing that bothers me is the smell of this product. It smells strong to me because I am very sensitive to scent. I only really smell it in the first 5-10 minutes of applying it though. Overall, I would reccomend it to people with dry skin like me and if you want to make your skin look a lot more nicer.",1
They smell great and they feel nice and cool. Are they better than a less expensive drugstore brand? I don’t know.,1
"I tried it as one of the VIB samples and I could see an immediate difference in the tone of my skin versus the drug store brand I had been using-not so much in the brightness of my skin as the name implies but more in the tightening and lifting aspect. My skin looked closer to how it looks after a mild chemical peel minus the redness and as I’ve kept using it it seems to maintain the appearance. It’s also much lighter in feel and absorbs into my skin much better than the drug store brand I was using, that brand although not bad did seem to leave a light film on my oily skin. With Caudalie, there is no film and it doesn’t cause me to break out. If it keeps working like this, I will keep using it.",2
I usually am not one to splurge on a face wash but I was lured to this with the Pride packaging this summer.  I have been very impressed with it for my combination (oily t-zone) sensitive skin.  My skin feels cleaned and balanced but not stripped. Scent is minimal/non-offensive which is also a plus.  I don’t regularly wear heavy makeup so can’t speak to hardcore makeup removal.  I’ve used this nightly and still have half a bottle left after 4 months of use so a little goes a long way.  I will very likely repurchase and am excited to try the rest of the line.,2
"Not very moisturizing at all, even on my oily skin. More like a (kind of) tightening serum? Smells nice, has a nice texture, but doesn’t provide good moisturizing (insufficient emollients I think).",0
"Love this products it’s so hydrating, smell delicious, always rebuying it!",2
"Very nice scent, I use just a few drops to work into the ends of my shoulder length hair. In addition to protecting my hair, it also makes it dry faster. I rub what’s left on my hands into my elbows and any other dry area. Most important recommendation is to use it sparingly until you see how it interacts with you hair. I used too much the first time and it made my hair feel a little oily, especially the bangs. But it’s a great product and I’ll buy it again when I finish this first bottle.",1
"I had the chance to test the new Guerlain Abeille Royale advance Youth watery oil from Guerlain Paris.  I received this product for free from Influencer in exchange of my honest review.First, I have to say that the lovely bottle is a beauty by itself, chic and luxurious.  Really love the design.Second, the richness of the oil and the micro-beads are amazing on my dry skin.  I use it morning and night for more then 2 weeks. I feel that my skin is hydrated and smoother day after day.  Love the smell right away at my first use.  It is not to strong.  Easy to apply on the skin with the dropper.  I saw good results after few days.  My skin is glowing.  The only little downfall I could find, is that it’s a little bite sticky, but seriously, nothing that will stop me to buy it again and again.",2
Wow! Makes your lips feel so soft! I have super chapped cracked lips all year round and this helps soften them and they look glossy! Stays on pretty long for a glossy balm. Smells great not overpowering!,2
"Purchased especially to help reduce eliminate pores. Want them gone! Aging skin, unfortunately more pores :(   Sucks. Don’t have massive amount of pores nor large pores but pores none the less that I do not like! Applied nightly for approximately four weeks. Stopped using for about for about 1-2 weeks because I thought this product was not working at all to target reduce pores. During that time not using good genes saw/realized that my pores were more visible without this treatment acid. Astonishing. So I started using it again nightly. My experience, based on stopping use leading to pores more visible, works! I can’t say that I saw a visible decrease in lines though. But I am more seasoned! Perhaps with continued use will help with smoothing lines in addition to decreased pores. Will look into purchasing the luna oil for additional help. Cocktailing.",1
